Dato,Temperatur (°C),Temperatur (°C) daglig snitt,Lufttrykk (hPa),Nedbør (mm)
2024-10-23,9.3,7.835416666666671,1010.9,11.2
2024-10-23,9.3,7.835416666666671,1010.9,11.2
2024-10-23,9.4,7.835416666666671,1010.9,11.2
2024-10-23,9.4,7.835416666666671,1010.9,11.2
2024-10-23,9.3,7.835416666666671,1010.9,11.2
2024-10-23,9.2,7.835416666666671,1010.9,11.2
2024-10-23,9.0,7.835416666666671,1010.9,11.2
2024-10-23,8.7,7.835416666666671,1010.9,11.2
2024-10-23,8.5,7.835416666666671,1010.9,11.2
2024-10-23,8.4,7.835416666666671,1010.9,11.2
2024-10-23,8.4,7.835416666666671,1010.9,11.2
2024-10-23,8.5,7.835416666666671,1010.9,11.2
2024-10-23,8.8,7.835416666666671,1010.9,11.2
2024-10-23,8.8,7.835416666666671,1010.9,11.2
2024-10-23,8.9,7.835416666666671,1010.9,11.2
2024-10-23,9.1,7.835416666666671,1010.9,11.2
2024-10-23,8.8,7.835416666666671,1010.9,11.2
2024-10-23,8.8,7.835416666666671,1010.9,11.2
2024-10-23,8.6,7.835416666666671,1010.9,11.2
2024-10-23,8.6,7.835416666666671,1010.9,11.2
2024-10-23,8.6,7.835416666666671,1010.9,11.2
2024-10-23,8.6,7.835416666666671,1010.9,11.2
2024-10-23,8.5,7.835416666666671,1010.9,11.2
2024-10-23,8.5,7.835416666666671,1010.9,11.2
2024-10-23,8.5,7.835416666666671,1010.9,11.2
2024-10-23,8.6,7.835416666666671,1010.9,11.2
2024-10-23,8.7,7.835416666666671,1010.9,11.2
2024-10-23,8.7,7.835416666666671,1010.9,11.2
2024-10-23,8.7,7.835416666666671,1010.9,11.2
2024-10-23,8.7,7.835416666666671,1010.9,11.2
2024-10-23,8.8,7.835416666666671,1010.9,11.2
2024-10-23,8.9,7.835416666666671,1010.9,11.2
2024-10-23,8.9,7.835416666666671,1010.9,11.2
2024-10-23,9.0,7.835416666666671,1010.9,11.2
2024-10-23,9.1,7.835416666666671,1010.9,11.2
2024-10-23,9.2,7.835416666666671,1010.9,11.2
2024-10-23,9.3,7.835416666666671,1010.9,11.2
2024-10-23,9.4,7.835416666666671,1010.9,11.2
2024-10-23,9.4,7.835416666666671,1010.9,11.2
2024-10-23,9.5,7.835416666666671,1010.9,11.2
2024-10-23,9.6,7.835416666666671,1010.9,11.2
2024-10-23,9.6,7.835416666666671,1010.9,11.2
2024-10-23,9.7,7.835416666666671,1010.9,11.2
2024-10-23,9.8,7.835416666666671,1010.9,11.2
2024-10-23,9.9,7.835416666666671,1010.9,11.2
2024-10-23,9.9,7.835416666666671,1010.9,11.2
2024-10-23,10.1,7.835416666666671,1010.9,11.2
2024-10-23,10.6,7.835416666666671,1010.9,11.2
2024-10-23,10.8,7.835416666666671,1010.9,11.2
2024-10-23,11.0,7.835416666666671,1010.9,11.2
2024-10-23,11.2,7.835416666666671,1010.9,11.2
2024-10-23,11.2,7.835416666666671,1010.9,11.2
2024-10-23,11.2,7.835416666666671,1010.9,11.2
2024-10-23,11.2,7.835416666666671,1010.9,11.2
2024-10-23,11.2,7.835416666666671,1010.9,11.2
2024-10-23,11.4,7.835416666666671,1010.9,11.2
2024-10-23,11.4,7.835416666666671,1010.9,11.2
2024-10-23,11.4,7.835416666666671,1010.9,11.2
2024-10-24,11.2,10.581944444444446,1014.9,13.2
2024-10-24,11.3,10.581944444444446,1014.9,13.2
2024-10-24,11.2,10.581944444444446,1014.9,13.2
2024-10-24,11.1,10.581944444444446,1014.9,13.2
2024-10-24,11.1,10.581944444444446,1014.9,13.2
2024-10-24,11.1,10.581944444444446,1014.9,13.2
2024-10-24,11.1,10.581944444444446,1014.9,13.2
2024-10-24,11.0,10.581944444444446,1014.9,13.2
2024-10-24,11.0,10.581944444444446,1014.9,13.2
2024-10-24,11.1,10.581944444444446,1014.9,13.2
2024-10-24,11.1,10.581944444444446,1014.9,13.2
2024-10-24,11.0,10.581944444444446,1014.9,13.2
2024-10-24,10.9,10.581944444444446,1014.9,13.2
2024-10-24,11.0,10.581944444444446,1014.9,13.2
2024-10-24,11.3,10.581944444444446,1014.9,13.2
2024-10-24,11.5,10.581944444444446,1014.9,13.2
2024-10-24,11.4,10.581944444444446,1014.9,13.2
2024-10-24,11.3,10.581944444444446,1014.9,13.2
2024-10-24,11.2,10.581944444444446,1014.9,13.2
2024-10-24,11.2,10.581944444444446,1014.9,13.2
2024-10-24,11.3,10.581944444444446,1014.9,13.2
2024-10-24,11.6,10.581944444444446,1014.9,13.2
2024-10-24,11.5,10.581944444444446,1014.9,13.2
2024-10-24,11.7,10.581944444444446,1014.9,13.2
2024-10-24,11.7,10.581944444444446,1014.9,13.2
2024-10-24,11.8,10.581944444444446,1014.9,13.2
2024-10-24,11.9,10.581944444444446,1014.9,13.2
2024-10-24,12.0,10.581944444444446,1014.9,13.2
2024-10-24,12.0,10.581944444444446,1014.9,13.2
2024-10-24,12.0,10.581944444444446,1014.9,13.2
2024-10-24,12.0,10.581944444444446,1014.9,13.2
2024-10-24,11.9,10.581944444444446,1014.9,13.2
2024-10-24,11.6,10.581944444444446,1014.9,13.2
2024-10-24,11.5,10.581944444444446,1014.9,13.2
2024-10-24,11.5,10.581944444444446,1014.9,13.2
2024-10-24,11.5,10.581944444444446,1014.9,13.2
2024-10-24,11.0,10.581944444444446,1014.9,13.2
2024-10-24,11.1,10.581944444444446,1014.9,13.2
2024-10-24,11.0,10.581944444444446,1014.9,13.2
2024-10-24,10.7,10.581944444444446,1014.9,13.2
2024-10-24,10.5,10.581944444444446,1014.9,13.2
2024-10-24,10.5,10.581944444444446,1014.9,13.2
2024-10-24,10.2,10.581944444444446,1014.9,13.2
2024-10-24,10.2,10.581944444444446,1014.9,13.2
2024-10-24,10.1,10.581944444444446,1014.9,13.2
2024-10-24,10.0,10.581944444444446,1014.9,13.2
2024-10-24,9.8,10.581944444444446,1014.9,13.2
2024-10-24,9.9,10.581944444444446,1014.9,13.2
2024-10-24,10.4,10.581944444444446,1014.9,13.2
2024-10-24,10.2,10.581944444444446,1014.9,13.2
2024-10-24,10.1,10.581944444444446,1014.9,13.2
2024-10-24,10.2,10.581944444444446,1014.9,13.2
2024-10-24,10.3,10.581944444444446,1014.9,13.2
2024-10-24,10.5,10.581944444444446,1014.9,13.2
2024-10-24,10.5,10.581944444444446,1014.9,13.2
2024-10-24,10.6,10.581944444444446,1014.9,13.2
2024-10-24,10.7,10.581944444444446,1014.9,13.2
2024-10-24,10.8,10.581944444444446,1014.9,13.2
2024-10-24,11.5,10.581944444444446,1014.9,13.2
2024-10-24,11.8,10.581944444444446,1014.9,13.2
2024-10-24,12.3,10.581944444444446,1014.9,13.2
2024-10-24,12.4,10.581944444444446,1014.9,13.2
2024-10-24,12.2,10.581944444444446,1014.9,13.2
2024-10-24,12.1,10.581944444444446,1014.9,13.2
2024-10-24,12.2,10.581944444444446,1014.9,13.2
2024-10-24,12.6,10.581944444444446,1014.9,13.2
2024-10-24,13.0,10.581944444444446,1014.9,13.2
2024-10-24,13.0,10.581944444444446,1014.9,13.2
2024-10-24,12.9,10.581944444444446,1014.9,13.2
2024-10-24,12.9,10.581944444444446,1014.9,13.2
2024-10-24,12.7,10.581944444444446,1014.9,13.2
2024-10-24,12.6,10.581944444444446,1014.9,13.2
2024-10-24,12.7,10.581944444444446,1014.9,13.2
2024-10-24,13.0,10.581944444444446,1014.9,13.2
2024-10-24,13.3,10.581944444444446,1014.9,13.2
2024-10-24,13.5,10.581944444444446,1014.9,13.2
2024-10-24,13.5,10.581944444444446,1014.9,13.2
2024-10-24,13.3,10.581944444444446,1014.9,13.2
2024-10-24,13.3,10.581944444444446,1014.9,13.2
2024-10-24,12.8,10.581944444444446,1014.9,13.2
2024-10-24,12.4,10.581944444444446,1014.9,13.2
2024-10-24,12.2,10.581944444444446,1014.9,13.2
2024-10-24,12.1,10.581944444444446,1014.9,13.2
2024-10-24,11.9,10.581944444444446,1014.9,13.2
2024-10-24,11.6,10.581944444444446,1014.9,13.2
2024-10-24,11.6,10.581944444444446,1014.9,13.2
2024-10-24,11.5,10.581944444444446,1014.9,13.2
2024-10-24,11.4,10.581944444444446,1014.9,13.2
2024-10-24,11.4,10.581944444444446,1014.9,13.2
2024-10-24,11.4,10.581944444444446,1014.9,13.2
2024-10-24,11.2,10.581944444444446,1014.9,13.2
2024-10-24,11.2,10.581944444444446,1014.9,13.2
2024-10-24,11.0,10.581944444444446,1014.9,13.2
2024-10-24,10.5,10.581944444444446,1014.9,13.2
2024-10-24,10.3,10.581944444444446,1014.9,13.2
2024-10-24,10.1,10.581944444444446,1014.9,13.2
2024-10-24,10.0,10.581944444444446,1014.9,13.2
2024-10-24,9.8,10.581944444444446,1014.9,13.2
2024-10-24,9.9,10.581944444444446,1014.9,13.2
2024-10-24,10.0,10.581944444444446,1014.9,13.2
2024-10-24,9.9,10.581944444444446,1014.9,13.2
2024-10-24,9.9,10.581944444444446,1014.9,13.2
2024-10-24,9.8,10.581944444444446,1014.9,13.2
2024-10-24,9.6,10.581944444444446,1014.9,13.2
2024-10-24,9.5,10.581944444444446,1014.9,13.2
2024-10-24,9.1,10.581944444444446,1014.9,13.2
2024-10-24,9.0,10.581944444444446,1014.9,13.2
2024-10-24,9.9,10.581944444444446,1014.9,13.2
2024-10-24,10.8,10.581944444444446,1014.9,13.2
2024-10-24,12.2,10.581944444444446,1014.9,13.2
2024-10-24,11.9,10.581944444444446,1014.9,13.2
2024-10-24,12.1,10.581944444444446,1014.9,13.2
2024-10-24,11.2,10.581944444444446,1014.9,13.2
2024-10-24,12.2,10.581944444444446,1014.9,13.2
2024-10-24,11.7,10.581944444444446,1014.9,13.2
2024-10-24,12.3,10.581944444444446,1014.9,13.2
2024-10-24,10.5,10.581944444444446,1014.9,13.2
2024-10-24,9.5,10.581944444444446,1014.9,13.2
2024-10-24,9.0,10.581944444444446,1014.9,13.2
2024-10-24,8.8,10.581944444444446,1014.9,13.2
2024-10-24,8.8,10.581944444444446,1014.9,13.2
2024-10-24,8.4,10.581944444444446,1014.9,13.2
2024-10-24,8.2,10.581944444444446,1014.9,13.2
2024-10-24,8.0,10.581944444444446,1014.9,13.2
2024-10-24,8.3,10.581944444444446,1014.9,13.2
2024-10-24,7.4,10.581944444444446,1014.9,13.2
2024-10-24,7.5,10.581944444444446,1014.9,13.2
2024-10-24,8.1,10.581944444444446,1014.9,13.2
2024-10-24,7.8,10.581944444444446,1014.9,13.2
2024-10-24,7.4,10.581944444444446,1014.9,13.2
2024-10-24,7.3,10.581944444444446,1014.9,13.2
2024-10-24,6.9,10.581944444444446,1014.9,13.2
2024-10-24,7.0,10.581944444444446,1014.9,13.2
2024-10-24,6.3,10.581944444444446,1014.9,13.2
2024-10-24,7.1,10.581944444444446,1014.9,13.2
2024-10-24,6.6,10.581944444444446,1014.9,13.2
2024-10-24,7.0,10.581944444444446,1014.9,13.2
2024-10-24,6.5,10.581944444444446,1014.9,13.2
2024-10-24,6.6,10.581944444444446,1014.9,13.2
2024-10-24,6.2,10.581944444444446,1014.9,13.2
2024-10-24,6.8,10.581944444444446,1014.9,13.2
2024-10-24,6.4,10.581944444444446,1014.9,13.2
2024-10-24,6.4,10.581944444444446,1014.9,13.2
2024-10-24,6.9,10.581944444444446,1014.9,13.2
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.0,5.667361111111112,1014.5,0.1
2024-10-25,6.1,5.667361111111112,1014.5,0.1
2024-10-25,5.4,5.667361111111112,1014.5,0.1
2024-10-25,5.8,5.667361111111112,1014.5,0.1
2024-10-25,5.7,5.667361111111112,1014.5,0.1
2024-10-25,5.1,5.667361111111112,1014.5,0.1
2024-10-25,5.1,5.667361111111112,1014.5,0.1
2024-10-25,5.6,5.667361111111112,1014.5,0.1
2024-10-25,6.1,5.667361111111112,1014.5,0.1
2024-10-25,5.7,5.667361111111112,1014.5,0.1
2024-10-25,6.0,5.667361111111112,1014.5,0.1
2024-10-25,5.3,5.667361111111112,1014.5,0.1
2024-10-25,5.2,5.667361111111112,1014.5,0.1
2024-10-25,5.1,5.667361111111112,1014.5,0.1
2024-10-25,5.1,5.667361111111112,1014.5,0.1
2024-10-25,5.5,5.667361111111112,1014.5,0.1
2024-10-25,5.2,5.667361111111112,1014.5,0.1
2024-10-25,4.7,5.667361111111112,1014.5,0.1
2024-10-25,4.8,5.667361111111112,1014.5,0.1
2024-10-25,4.5,5.667361111111112,1014.5,0.1
2024-10-25,5.2,5.667361111111112,1014.5,0.1
2024-10-25,5.0,5.667361111111112,1014.5,0.1
2024-10-25,4.0,5.667361111111112,1014.5,0.1
2024-10-25,4.1,5.667361111111112,1014.5,0.1
2024-10-25,4.5,5.667361111111112,1014.5,0.1
2024-10-25,4.2,5.667361111111112,1014.5,0.1
2024-10-25,3.9,5.667361111111112,1014.5,0.1
2024-10-25,3.5,5.667361111111112,1014.5,0.1
2024-10-25,3.8,5.667361111111112,1014.5,0.1
2024-10-25,4.0,5.667361111111112,1014.5,0.1
2024-10-25,3.4,5.667361111111112,1014.5,0.1
2024-10-25,3.7,5.667361111111112,1014.5,0.1
2024-10-25,3.5,5.667361111111112,1014.5,0.1
2024-10-25,3.1,5.667361111111112,1014.5,0.1
2024-10-25,3.6,5.667361111111112,1014.5,0.1
2024-10-25,3.8,5.667361111111112,1014.5,0.1
2024-10-25,3.7,5.667361111111112,1014.5,0.1
2024-10-25,3.4,5.667361111111112,1014.5,0.1
2024-10-25,3.3,5.667361111111112,1014.5,0.1
2024-10-25,3.6,5.667361111111112,1014.5,0.1
2024-10-25,3.6,5.667361111111112,1014.5,0.1
2024-10-25,3.7,5.667361111111112,1014.5,0.1
2024-10-25,4.0,5.667361111111112,1014.5,0.1
2024-10-25,3.8,5.667361111111112,1014.5,0.1
2024-10-25,4.2,5.667361111111112,1014.5,0.1
2024-10-25,4.1,5.667361111111112,1014.5,0.1
2024-10-25,4.2,5.667361111111112,1014.5,0.1
2024-10-25,4.3,5.667361111111112,1014.5,0.1
2024-10-25,4.8,5.667361111111112,1014.5,0.1
2024-10-25,5.3,5.667361111111112,1014.5,0.1
2024-10-25,5.9,5.667361111111112,1014.5,0.1
2024-10-25,6.1,5.667361111111112,1014.5,0.1
2024-10-25,6.1,5.667361111111112,1014.5,0.1
2024-10-25,6.3,5.667361111111112,1014.5,0.1
2024-10-25,6.4,5.667361111111112,1014.5,0.1
2024-10-25,6.4,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.7,5.667361111111112,1014.5,0.1
2024-10-25,6.9,5.667361111111112,1014.5,0.1
2024-10-25,7.0,5.667361111111112,1014.5,0.1
2024-10-25,7.1,5.667361111111112,1014.5,0.1
2024-10-25,7.3,5.667361111111112,1014.5,0.1
2024-10-25,7.3,5.667361111111112,1014.5,0.1
2024-10-25,7.6,5.667361111111112,1014.5,0.1
2024-10-25,7.4,5.667361111111112,1014.5,0.1
2024-10-25,7.4,5.667361111111112,1014.5,0.1
2024-10-25,7.4,5.667361111111112,1014.5,0.1
2024-10-25,7.2,5.667361111111112,1014.5,0.1
2024-10-25,7.0,5.667361111111112,1014.5,0.1
2024-10-25,7.0,5.667361111111112,1014.5,0.1
2024-10-25,7.0,5.667361111111112,1014.5,0.1
2024-10-25,7.6,5.667361111111112,1014.5,0.1
2024-10-25,8.2,5.667361111111112,1014.5,0.1
2024-10-25,8.5,5.667361111111112,1014.5,0.1
2024-10-25,8.5,5.667361111111112,1014.5,0.1
2024-10-25,8.4,5.667361111111112,1014.5,0.1
2024-10-25,8.3,5.667361111111112,1014.5,0.1
2024-10-25,8.3,5.667361111111112,1014.5,0.1
2024-10-25,8.2,5.667361111111112,1014.5,0.1
2024-10-25,8.1,5.667361111111112,1014.5,0.1
2024-10-25,7.9,5.667361111111112,1014.5,0.1
2024-10-25,7.9,5.667361111111112,1014.5,0.1
2024-10-25,7.9,5.667361111111112,1014.5,0.1
2024-10-25,7.8,5.667361111111112,1014.5,0.1
2024-10-25,7.8,5.667361111111112,1014.5,0.1
2024-10-25,7.7,5.667361111111112,1014.5,0.1
2024-10-25,7.6,5.667361111111112,1014.5,0.1
2024-10-25,7.5,5.667361111111112,1014.5,0.1
2024-10-25,7.5,5.667361111111112,1014.5,0.1
2024-10-25,7.4,5.667361111111112,1014.5,0.1
2024-10-25,7.4,5.667361111111112,1014.5,0.1
2024-10-25,7.4,5.667361111111112,1014.5,0.1
2024-10-25,7.2,5.667361111111112,1014.5,0.1
2024-10-25,7.1,5.667361111111112,1014.5,0.1
2024-10-25,7.0,5.667361111111112,1014.5,0.1
2024-10-25,7.0,5.667361111111112,1014.5,0.1
2024-10-25,7.0,5.667361111111112,1014.5,0.1
2024-10-25,7.0,5.667361111111112,1014.5,0.1
2024-10-25,6.7,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.7,5.667361111111112,1014.5,0.1
2024-10-25,6.6,5.667361111111112,1014.5,0.1
2024-10-25,6.6,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.4,5.667361111111112,1014.5,0.1
2024-10-25,6.6,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.3,5.667361111111112,1014.5,0.1
2024-10-25,6.2,5.667361111111112,1014.5,0.1
2024-10-25,6.2,5.667361111111112,1014.5,0.1
2024-10-25,6.3,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.5,5.667361111111112,1014.5,0.1
2024-10-25,6.4,5.667361111111112,1014.5,0.1
2024-10-25,6.4,5.667361111111112,1014.5,0.1
2024-10-25,6.3,5.667361111111112,1014.5,0.1
2024-10-25,5.9,5.667361111111112,1014.5,0.1
2024-10-25,5.2,5.667361111111112,1014.5,0.1
2024-10-25,5.2,5.667361111111112,1014.5,0.1
2024-10-25,4.7,5.667361111111112,1014.5,0.1
2024-10-25,5.2,5.667361111111112,1014.5,0.1
2024-10-25,5.2,5.667361111111112,1014.5,0.1
2024-10-25,4.0,5.667361111111112,1014.5,0.1
2024-10-25,3.6,5.667361111111112,1014.5,0.1
2024-10-25,3.2,5.667361111111112,1014.5,0.1
2024-10-25,3.3,5.667361111111112,1014.5,0.1
2024-10-25,3.7,5.667361111111112,1014.5,0.1
2024-10-25,3.4,5.667361111111112,1014.5,0.1
2024-10-25,3.1,5.667361111111112,1014.5,0.1
2024-10-25,3.3,5.667361111111112,1014.5,0.1
2024-10-25,3.2,5.667361111111112,1014.5,0.1
2024-10-25,2.8,5.667361111111112,1014.5,0.1
2024-10-25,2.6,5.667361111111112,1014.5,0.1
2024-10-25,2.8,5.667361111111112,1014.5,0.1
2024-10-25,2.7,5.667361111111112,1014.5,0.1
2024-10-25,2.8,5.667361111111112,1014.5,0.1
2024-10-25,2.9,5.667361111111112,1014.5,0.1
2024-10-25,2.6,5.667361111111112,1014.5,0.1
2024-10-26,2.8,7.004861111111111,1011.0,0.0
2024-10-26,2.9,7.004861111111111,1011.0,0.0
2024-10-26,3.0,7.004861111111111,1011.0,0.0
2024-10-26,3.2,7.004861111111111,1011.0,0.0
2024-10-26,3.1,7.004861111111111,1011.0,0.0
2024-10-26,3.4,7.004861111111111,1011.0,0.0
2024-10-26,2.9,7.004861111111111,1011.0,0.0
2024-10-26,3.4,7.004861111111111,1011.0,0.0
2024-10-26,3.6,7.004861111111111,1011.0,0.0
2024-10-26,3.3,7.004861111111111,1011.0,0.0
2024-10-26,3.2,7.004861111111111,1011.0,0.0
2024-10-26,3.9,7.004861111111111,1011.0,0.0
2024-10-26,3.7,7.004861111111111,1011.0,0.0
2024-10-26,4.3,7.004861111111111,1011.0,0.0
2024-10-26,4.4,7.004861111111111,1011.0,0.0
2024-10-26,4.0,7.004861111111111,1011.0,0.0
2024-10-26,4.6,7.004861111111111,1011.0,0.0
2024-10-26,4.5,7.004861111111111,1011.0,0.0
2024-10-26,4.0,7.004861111111111,1011.0,0.0
2024-10-26,4.1,7.004861111111111,1011.0,0.0
2024-10-26,4.1,7.004861111111111,1011.0,0.0
2024-10-26,3.9,7.004861111111111,1011.0,0.0
2024-10-26,3.7,7.004861111111111,1011.0,0.0
2024-10-26,4.1,7.004861111111111,1011.0,0.0
2024-10-26,3.3,7.004861111111111,1011.0,0.0
2024-10-26,3.2,7.004861111111111,1011.0,0.0
2024-10-26,2.7,7.004861111111111,1011.0,0.0
2024-10-26,2.6,7.004861111111111,1011.0,0.0
2024-10-26,2.8,7.004861111111111,1011.0,0.0
2024-10-26,2.5,7.004861111111111,1011.0,0.0
2024-10-26,2.1,7.004861111111111,1011.0,0.0
2024-10-26,1.7,7.004861111111111,1011.0,0.0
2024-10-26,2.2,7.004861111111111,1011.0,0.0
2024-10-26,1.7,7.004861111111111,1011.0,0.0
2024-10-26,1.6,7.004861111111111,1011.0,0.0
2024-10-26,2.5,7.004861111111111,1011.0,0.0
2024-10-26,2.3,7.004861111111111,1011.0,0.0
2024-10-26,1.9,7.004861111111111,1011.0,0.0
2024-10-26,2.4,7.004861111111111,1011.0,0.0
2024-10-26,2.5,7.004861111111111,1011.0,0.0
2024-10-26,2.3,7.004861111111111,1011.0,0.0
2024-10-26,2.1,7.004861111111111,1011.0,0.0
2024-10-26,2.2,7.004861111111111,1011.0,0.0
2024-10-26,2.6,7.004861111111111,1011.0,0.0
2024-10-26,3.0,7.004861111111111,1011.0,0.0
2024-10-26,3.0,7.004861111111111,1011.0,0.0
2024-10-26,3.2,7.004861111111111,1011.0,0.0
2024-10-26,3.5,7.004861111111111,1011.0,0.0
2024-10-26,3.4,7.004861111111111,1011.0,0.0
2024-10-26,4.2,7.004861111111111,1011.0,0.0
2024-10-26,4.2,7.004861111111111,1011.0,0.0
2024-10-26,4.3,7.004861111111111,1011.0,0.0
2024-10-26,4.0,7.004861111111111,1011.0,0.0
2024-10-26,3.5,7.004861111111111,1011.0,0.0
2024-10-26,3.4,7.004861111111111,1011.0,0.0
2024-10-26,3.9,7.004861111111111,1011.0,0.0
2024-10-26,4.7,7.004861111111111,1011.0,0.0
2024-10-26,5.4,7.004861111111111,1011.0,0.0
2024-10-26,5.8,7.004861111111111,1011.0,0.0
2024-10-26,5.8,7.004861111111111,1011.0,0.0
2024-10-26,5.7,7.004861111111111,1011.0,0.0
2024-10-26,6.4,7.004861111111111,1011.0,0.0
2024-10-26,5.9,7.004861111111111,1011.0,0.0
2024-10-26,6.3,7.004861111111111,1011.0,0.0
2024-10-26,6.6,7.004861111111111,1011.0,0.0
2024-10-26,7.0,7.004861111111111,1011.0,0.0
2024-10-26,6.9,7.004861111111111,1011.0,0.0
2024-10-26,7.4,7.004861111111111,1011.0,0.0
2024-10-26,7.5,7.004861111111111,1011.0,0.0
2024-10-26,8.1,7.004861111111111,1011.0,0.0
2024-10-26,8.3,7.004861111111111,1011.0,0.0
2024-10-26,8.3,7.004861111111111,1011.0,0.0
2024-10-26,8.2,7.004861111111111,1011.0,0.0
2024-10-26,7.9,7.004861111111111,1011.0,0.0
2024-10-26,8.1,7.004861111111111,1011.0,0.0
2024-10-26,8.1,7.004861111111111,1011.0,0.0
2024-10-26,8.1,7.004861111111111,1011.0,0.0
2024-10-26,8.0,7.004861111111111,1011.0,0.0
2024-10-26,8.0,7.004861111111111,1011.0,0.0
2024-10-26,7.9,7.004861111111111,1011.0,0.0
2024-10-26,7.8,7.004861111111111,1011.0,0.0
2024-10-26,7.9,7.004861111111111,1011.0,0.0
2024-10-26,7.9,7.004861111111111,1011.0,0.0
2024-10-26,7.9,7.004861111111111,1011.0,0.0
2024-10-26,9.3,7.004861111111111,1011.0,0.0
2024-10-26,9.1,7.004861111111111,1011.0,0.0
2024-10-26,8.7,7.004861111111111,1011.0,0.0
2024-10-26,8.3,7.004861111111111,1011.0,0.0
2024-10-26,8.1,7.004861111111111,1011.0,0.0
2024-10-26,8.1,7.004861111111111,1011.0,0.0
2024-10-26,7.9,7.004861111111111,1011.0,0.0
2024-10-26,7.4,7.004861111111111,1011.0,0.0
2024-10-26,7.8,7.004861111111111,1011.0,0.0
2024-10-26,7.9,7.004861111111111,1011.0,0.0
2024-10-26,7.4,7.004861111111111,1011.0,0.0
2024-10-26,7.4,7.004861111111111,1011.0,0.0
2024-10-26,9.8,7.004861111111111,1011.0,0.0
2024-10-26,8.4,7.004861111111111,1011.0,0.0
2024-10-26,8.1,7.004861111111111,1011.0,0.0
2024-10-26,7.5,7.004861111111111,1011.0,0.0
2024-10-26,9.1,7.004861111111111,1011.0,0.0
2024-10-26,9.9,7.004861111111111,1011.0,0.0
2024-10-26,10.2,7.004861111111111,1011.0,0.0
2024-10-26,9.4,7.004861111111111,1011.0,0.0
2024-10-26,9.0,7.004861111111111,1011.0,0.0
2024-10-26,8.5,7.004861111111111,1011.0,0.0
2024-10-26,11.2,7.004861111111111,1011.0,0.0
2024-10-26,11.1,7.004861111111111,1011.0,0.0
2024-10-26,10.9,7.004861111111111,1011.0,0.0
2024-10-26,11.4,7.004861111111111,1011.0,0.0
2024-10-26,11.5,7.004861111111111,1011.0,0.0
2024-10-26,11.5,7.004861111111111,1011.0,0.0
2024-10-26,11.7,7.004861111111111,1011.0,0.0
2024-10-26,11.6,7.004861111111111,1011.0,0.0
2024-10-26,11.5,7.004861111111111,1011.0,0.0
2024-10-26,11.4,7.004861111111111,1011.0,0.0
2024-10-26,11.6,7.004861111111111,1011.0,0.0
2024-10-26,11.7,7.004861111111111,1011.0,0.0
2024-10-26,11.6,7.004861111111111,1011.0,0.0
2024-10-26,11.8,7.004861111111111,1011.0,0.0
2024-10-26,11.7,7.004861111111111,1011.0,0.0
2024-10-26,11.7,7.004861111111111,1011.0,0.0
2024-10-26,11.7,7.004861111111111,1011.0,0.0
2024-10-26,11.5,7.004861111111111,1011.0,0.0
2024-10-26,11.4,7.004861111111111,1011.0,0.0
2024-10-26,11.4,7.004861111111111,1011.0,0.0
2024-10-26,11.3,7.004861111111111,1011.0,0.0
2024-10-26,11.9,7.004861111111111,1011.0,0.0
2024-10-26,11.9,7.004861111111111,1011.0,0.0
2024-10-26,11.7,7.004861111111111,1011.0,0.0
2024-10-26,11.8,7.004861111111111,1011.0,0.0
2024-10-26,11.7,7.004861111111111,1011.0,0.0
2024-10-26,12.0,7.004861111111111,1011.0,0.0
2024-10-26,12.2,7.004861111111111,1011.0,0.0
2024-10-26,12.1,7.004861111111111,1011.0,0.0
2024-10-26,12.0,7.004861111111111,1011.0,0.0
2024-10-26,11.8,7.004861111111111,1011.0,0.0
2024-10-26,11.7,7.004861111111111,1011.0,0.0
2024-10-26,11.4,7.004861111111111,1011.0,0.0
2024-10-26,11.5,7.004861111111111,1011.0,0.0
2024-10-26,11.4,7.004861111111111,1011.0,0.0
2024-10-26,11.4,7.004861111111111,1011.0,0.0
2024-10-26,11.5,7.004861111111111,1011.0,0.0
2024-10-26,11.4,7.004861111111111,1011.0,0.0
2024-10-27,11.3,7.356250000000001,1001.2,1.7
2024-10-27,11.2,7.356250000000001,1001.2,1.7
2024-10-27,11.1,7.356250000000001,1001.2,1.7
2024-10-27,11.0,7.356250000000001,1001.2,1.7
2024-10-27,10.9,7.356250000000001,1001.2,1.7
2024-10-27,10.7,7.356250000000001,1001.2,1.7
2024-10-27,10.8,7.356250000000001,1001.2,1.7
2024-10-27,10.9,7.356250000000001,1001.2,1.7
